index,category,filename,Title,Date Created,Dimensions,Artist,mean_grayscale,mean_blue,mean_green,mean_red,std_grayscale,std_blue,std_green,std_red
9436,BLACK,9436.jpg, Still Life with Silver Jug, Around 1655 - Around 1657, w652 x h738 mm, Willem Kalf,0.14010471699831417,0.09035755408023227,0.138065522527234,0.16235575919473527,0.10739676899473932,0.08175140538809235,0.10675552566843134,0.12754892575660218
9437,BLACK,9437.jpg, Rinaldo and Armida, ca. 1601,, Annibale Carracci,0.21164937848487086,0.15993794755804105,0.19637492372036858,0.2606499975282297,0.1329123102650529,0.10820385340656104,0.12304820975093184,0.1713368500393754
9438,BLACK,9438.jpg, In the Troops' Quarters outside Paris, 1894, w158.0 x h120.0 cm, Anton von Werner,0.280393399752903,0.2375780734161807,0.2703249267125115,0.3158936830558046,0.1723009726076499,0.1627261825130565,0.171253233372557,0.1836714327764215
9439,BLACK,9439.jpg, Portrait of Pope Leo X with Two Cardinals, 1523,, Andrea del Sarto,0.23998391487983695,0.1528846559906205,0.20286301048811162,0.3449247551096095,0.14422787054035852,0.1070133876827702,0.13694843063670953,0.20251861495533752
9440,BLACK,9440.jpg, Landscape during a Thunderstorm with Pyramus and thisbe, 1651, w274 x h191 cm (Complete), Nicolas Poussin,0.37169514926590425,0.32907200136737935,0.3808625737753379,0.36929436862681053,0.17227251446212988,0.18105582986767643,0.17426215929480482,0.17206788359094963
9441,BLACK,9441.jpg, Low Church Devotion, 1848, w122.5 x h98.5 cm, Adolph Tidemand,0.18418167411500116,0.08505983985730578,0.1841416822728438,0.2206049972990656,0.1347182729281513,0.11583312699521449,0.1310930506567729,0.1526933438416365
9442,BLACK,9442.jpg, Hotel Lobby, 1943,," Hopper, Edward",0.3202166171411965,0.3308512356549761,0.3252318110230547,0.3064540423851562,0.19785391251519902,0.2063706134985604,0.20232682584749243,0.1916487085932092
9443,BLACK,9443.jpg, Martin Luther and the Wittenberg Reformers, 1543, w3970 x h728 cm (Complete), Lucas Cranach the Younger,0.29386038961103944,0.21949151982649975,0.28800631011930744,0.3326419981991103,0.25223727819193775,0.19985966236762215,0.24545233082865628,0.2898187257847504
9444,BLACK,9444.jpg, Cosimo I de' Medici in armour, circa 1545, 86.0 x 67.0 cm panel; 117.5 x 98.5 x 8.0 cm frame, Agnolo Bronzino,0.201088415122911,0.18998734893931035,0.19763766809789174,0.2119452752061026,0.14764621451791293,0.11850101384789291,0.14004466703718954,0.18037775958172966
9445,BLACK,9445.jpg, Portrait of the artist's father, 1490, w395 x h475 mm, Albrecht Dürer Dürer,0.12973771655259497,0.09041991874580574,0.12630097675955518,0.15091316400806257,0.10570839231927877,0.05077447188620661,0.09955260658536341,0.1445515928362754
9446,BLACK,9446.jpg, Girl with Cherries, ca. 1491–95, 19 1/4 x 14 3/4 in. (48.9 x 37.5 cm), Giovanni Ambrogio de Predis,0.20225388463217356,0.13375491527031658,0.1928706139336993,0.24582393910518713,0.19955428063379663,0.14801988811250028,0.19794438979515072,0.23295512565068766
9447,BLACK,9447.jpg," Bridge, Blackwell’s Island", 1909, w1120 x h865 cm (Complete), George Wesley Bellows,0.27520082322959705,0.23631528900998897,0.2778081662086387,0.2843310779180049,0.23457666751250084,0.22998445670327625,0.22615193712719064,0.2597916602018535
9448,BLACK,9448.jpg, A Funeral, 1891, w124.5 x h103.5 cm (Without frame), Anna Ancher,0.2784372379498196,0.27464930383140407,0.26620593669185866,0.3038810396005619,0.1609192242504678,0.12940285500609783,0.1491600621535136,0.20668570400790373
9449,BLACK,9449.jpg, The ransom of Atahualpa, 1896, w1360 x h800 cm (Complete),,0.14289295833676077,0.11991348203583406,0.13484753780657707,0.16714142668979526,0.0774087411575159,0.04974364532759631,0.07091015650161056,0.10707545126341296
9450,BLACK,9450.jpg, The Madonna of the Rosary, 1657,, Luca Giordano,0.33121179108477494,0.2762529723788177,0.3262838845180918,0.36105490752476926,0.22572533130232172,0.18780912956245543,0.2250758544854652,0.2580013609947197
9451,BLACK,9451.jpg, Self-portrait wearing a Hat and two Chains, Around 1642 - 1643, w548 x h720 mm, Rembrandt Harmensz. van Rijn,0.16756311550332348,0.16964930283068735,0.17307107350284273,0.1559658627509022,0.10095710790847874,0.06319388327757018,0.09514159094722906,0.12879847855439916
9452,BLACK,9452.jpg," Robert Burns, 1759 - 1796. Poet", 1828," h 61.10, w 44.50 cm", Alexander Nasmyth,0.15226106977817513,0.09151334185543686,0.14426107978534228,0.19026855033575052,0.1522305364688408,0.11051250448539773,0.1534037285305836,0.1712820333858466
9453,BLACK,9453.jpg, Fishermen launching a rowing boat, 1881, 120 × 183 cm, Michael Ancher,0.39954575266806086,0.356659879805917,0.40231517813057716,0.40982403597456496,0.26982879475838795,0.2787245907543716,0.2694915883833732,0.2705934600502009
9454,BLACK,9454.jpg, Landscape with Bathing Women, circa 1621, w530 x h360 cm (Without frame), Guercino,0.2635341923885887,0.22441764791943988,0.2814687879459269,0.2426055540978449,0.15622079381127632,0.1494615547369058,0.1683378970685884,0.14554723964055444
9455,BLACK,9455.jpg, Equestrian portrait of the Emperor Charles V, Around 1620, w1230 x h1910 mm, Anthony Van Dick Van Dick,0.3011863704785367,0.2371536494437316,0.29188356701069307,0.34296054834472456,0.26920630234102827,0.26846840906113,0.27165237875270887,0.2723812764002211
9456,BLACK,9456.jpg, In Time of Peril, 1897, w1689 x h1245 mm (Without frame), Edmund Blair Leighton,0.15381518643652584,0.11952288228829488,0.14811616079436093,0.17759711505380146,0.10882911235956735,0.09734086629403936,0.10822308099075838,0.11849819743690049
9457,BLACK,9457.jpg," ""The Kitchen Maid""", 1651, w640 x h780 cm (without frame), Rembrandt Harmensz. van Rijn,0.1753500781259538,0.10708529448791226,0.1627863475821383,0.2250891688627395,0.15765966789622637,0.09678397841228079,0.15064499065600034,0.19927756019108966
9458,BLACK,9458.jpg, Lystring på Krøderen, 1851, w159 x h115 cm, Hans Gude,0.2476368246938457,0.1973671143272812,0.2587559610192821,0.24420141705489468,0.18588418089845687,0.1526031866360287,0.195386364415747,0.19101378861891635
9459,BLACK,9459.jpg, Washington Sea Eagle, ca. 1836-1839, w844.55 x h1168.4 mm, John James Audubon,0.34693916062684094,0.31397214685157504,0.3503251028386531,0.35236804599454125,0.2905409707285125,0.31241429465795345,0.29503894811137266,0.28041669677745645
9460,BLACK,9460.jpg, Portrait of a Merchant, c. 1530, w475 x h636 cm (overall), Jan Gossaert,0.25695690973875485,0.18488433416012545,0.24120054783235748,0.31437103253350046,0.2170206924775945,0.18783315302619488,0.21282945455206048,0.24854504160479474
9461,BLACK,9461.jpg, Portrait of General Pyotr Bagration (1765-1812), No later than 1825, w700 x h625 mm, George Dawe,0.18241239575784174,0.12361245123757637,0.17221365942287864,0.22402989020736652,0.12001714382373295,0.05818022464395888,0.1099484782567052,0.18149617309249474
9462,BLACK,9462.jpg, Marchesa Balbi, c. 1623, w133.8 x h196.5 cm (overall), Sir Anthony van Dyck,0.14156579302096162,0.10461576581147417,0.13828111693594952,0.16157399929829747,0.12803075412516082,0.10627616779451007,0.12510859309834982,0.14381675513027659
9463,BLACK,9463.jpg, Portrait of A.M.Izmailova, 1759, w44.8 x h57.2 cm, Aleksey Antropov,0.21812072086028012,0.17984740671268762,0.21651859061459822,0.23530512553090527,0.19105753675739973,0.15193981817182278,0.18435090363878456,0.2310133396325326
9464,BLACK,9464.jpg," Satan, Sin and Death (A Scene from Milton's `Paradise Lost')", Around 1735, w745 x h619 mm, William Hogarth,0.10370310136119489,0.06317832831874189,0.10122665853284121,0.12343252237252321,0.1118159946086835,0.06056178225475321,0.10830287163403138,0.142843412755493
9465,BLACK,9465.jpg, Cardinal Pietro Ottoboni, 1700/1700, w98.5 x h134.3 cm (Without frame), Francesco Trevisani,0.30733916110718495,0.27435705452244896,0.27151413842594063,0.3898884781280353,0.22826598113264548,0.2335505586620238,0.2161850338788401,0.29992571832679193
9466,BLACK,9466.jpg, Portrait of Antonio de Covarrubias, 1600,, El Greco,0.15769148063843322,0.10786209082945203,0.15057768373709252,0.18995272414102982,0.1763629341846902,0.15892436653804043,0.17339185314330235,0.18963845923647532
9467,BLACK,9467.jpg, Doña María de la Luz Padilla y (Gómez de) Cervantes, ca. 1735, Other (Oval) 35 3/8 x 26 in. (89.9 x 66 cm)Frame 43 x 33 3/4 in. (109.2 x 85.7 cm), Nicolás Enríquez,0.21005137999835483,0.13788819552563547,0.1940611065645215,0.2679587520582241,0.19144284421367702,0.14654654839934264,0.19108609048776332,0.22567464076436689
9468,BLACK,9468.jpg, Horse Frightened by a Lion, 1770, w1261 x h1001 cm (Without frame), George Stubbs,0.30034205938292996,0.3156268919800361,0.29837749796404184,0.298601258221138,0.22796529072789942,0.2815526992213999,0.22939168577207575,0.21305620011695212
9469,BLACK,9469.jpg, Women Drinking Coffee, First half of the 18th Century, w590 x h370 cm, Jean-Baptiste Vanmour,0.2905166940562831,0.22126126731965434,0.27873302859507976,0.3390848926000802,0.1338636611485775,0.11430904199264881,0.1299225361852185,0.16867156437638933
9470,BLACK,9470.jpg, A Ride for Liberty-The Fugitive Slaves, 1862, Unframed 21 1/2 × 26 in. (54.61 × 66.04 cm) Framed 31 × 35 × 3 3/8 in. (78.74 × 88.9 × 8.57 cm), Johnson Eastman,0.2763748404607379,0.23702928037060145,0.2700344386649719,0.3032710026921281,0.1651481950540006,0.14520962380465113,0.16347639390382446,0.17631878807464765
9471,BLACK,9471.jpg, The Forge, Around 1815-1820, w1250.95 x h1816.1 in, Francisco de Goya y Lucientes,0.2065859700717654,0.18356743099407796,0.20739157384518792,0.2134417469791865,0.15349571299700604,0.14072668019297427,0.15345400919737973,0.15898399746309674
9472,BLACK,9472.jpg, A Storm on a Mediterranean Coast, 1767, 113 × 145.7 cm (44 1/2 × 57 3/8 in.), Claude-Joseph Vernet,0.1717525419705593,0.13465223793280748,0.1716522573467117,0.18555321321130192,0.11756643516465994,0.108858847363375,0.118556945130407,0.12327585881294774
9473,BLACK,9473.jpg, Christening in Tanum Church, 1892, w142 x h109 cm, Harriet Backer,0.272586040522222,0.22332086240165205,0.27239617013705214,0.2910233509239318,0.15149352443804615,0.14946396560016018,0.14897233250040115,0.16800562281129572
9474,BLACK,9474.jpg, Leo Tolstoy Barefoot, 1901, w730 x h2070 mm (Complete), Ilya Repin,0.4295276557070174,0.3818211403006833,0.4395216654167714,0.42736515892682336,0.25816076302286006,0.2490377639216997,0.25893134891171316,0.2624671580710455
9475,BLACK,9475.jpg, The Gulf Stream, 1899, 28 1/8 x 49 1/8 in. (71.4 x 124.8 cm), Winslow Homer,0.3767373064588858,0.32745492321600733,0.38568350652737493,0.3772133201799129,0.1953022445704576,0.1502900723603101,0.1945534682455673,0.22173067880545125
9476,BLACK,9476.jpg," Portrait of Alfonso V, King of Aragon (Retrato del Monarca Alfonso V, Rey de Aragón)", 1557, 91 x 115 cm, Juan de Juanes,0.18466628479316885,0.10603370133689749,0.18967212317461765,0.2036534165769524,0.2050214575971101,0.1540826349386137,0.21156980087677565,0.22115813353628766
9477,BLACK,9477.jpg, Mary Magdalene as a Hermit, 1833/1833, w151 x h118 cm, Francesco Hayez,0.35563198923068706,0.29925584703764835,0.34897369496033054,0.3893978867665021,0.21105118623551833,0.1961957109334113,0.20847401064509757,0.22636525733172783
9478,BLACK,9478.jpg, Still-Life with Flowers, 1617, w195 x h300 mm (Without frame), Ambrosius Bosschaert the Elder,0.2947565686544703,0.22891887169590858,0.2844078128755815,0.339249610571091,0.25626769725299076,0.2338924728515235,0.25219791245950784,0.2850010643978754
9479,BLACK,9479.jpg," Portrait of the Marquise de Miramon, née Thérèse Feuillant", 1866, 128.3 × 77.2 cm (50 1/2 × 30 3/8 in.), Jacques Joseph Tissot,0.19707331390742053,0.14901848704041834,0.16694752781942426,0.27394079639838054,0.18573145018671236,0.17777975015632336,0.17980292265135445,0.21765106172472434
9480,BLACK,9480.jpg, Portrait of Dr. Paul Alexandre, 1909, 100.5cm × 81.5cm," MODIGLIANI, Amedeo",0.25989229726330004,0.252248180146621,0.2706735363867602,0.2414920365966105,0.09669778268886456,0.07091156564838012,0.10055695598088402,0.12390848466143883
9481,BLACK,9481.jpg," Young Man and Woman in an Inn (""Yonker Ramp and His Sweetheart"")", 1623, 41 1/2 x 31 1/4 in. (105.4 x 79.4 cm), Frans Hals,0.25622528174678705,0.20926379472978549,0.25429552645604786,0.27723967905814145,0.1112810480171835,0.09367393221130828,0.10880917882263519,0.12740001671525178
9482,BLACK,9482.jpg, La signora Virginia, 1905, 138x115 cm, Umberto Boccioni,0.25121525596632305,0.19085693173450827,0.24782937539866054,0.2800055399677248,0.15730977255862194,0.1105942937572906,0.15382769239966207,0.18819143428430726
9483,BLACK,9483.jpg, David Hume, 1766," h 76.20, w 63.50 cm", Allan Ramsay,0.16766206517107551,0.054365856826659245,0.11919692884043553,0.3045187763476202,0.1722882775182732,0.10371098863997016,0.16680733037539336,0.25231407827393193
9484,BLACK,9484.jpg, Battle of Alexander versus Darius, 1644/1650, w3750 x h1730 cm,,0.317591518645654,0.347862499121871,0.3174123307112554,0.3068445620753583,0.16773281163243,0.19933714943844005,0.1672644812103269,0.20120945070654772
9485,BLACK,9485.jpg, Portrait of Bernhard von Reesen, 1521, w315 x h455 cm, Albrecht Dürer,0.1616441975743027,0.11062899248441732,0.1465259018509056,0.21008242102994165,0.19029778601946623,0.12468187909098404,0.17632613592658308,0.2520606452681925
9486,BLACK,9486.jpg, Mrs Siddons as the Tragic Muse, 1789, w1476 x h2397 cm,,0.18234472289053422,0.1542717294126053,0.15693087389188137,0.24261872352979202,0.1598955996396895,0.12730876214687337,0.1590044726381338,0.17973305950191268
9487,BLACK,9487.jpg, Spanish Ballet, 1862, w35.63 x h24 in, Edouard Manet,0.31610229046042776,0.2535235335547319,0.3123650758673362,0.3463976900255964,0.23485077595628287,0.20865439606688596,0.24128818777302072,0.2349156069091816
9488,BLACK,9488.jpg, The Dispatch-Bearer, ?1879, 16 3/4 x 13 1/2 in. (42.5 x 34.3 cm), Giovanni Boldini,0.26088787229413707,0.2149083573655452,0.2531160817377406,0.29303154919553387,0.13250498662023424,0.13365228695971634,0.13432729557757025,0.13473618360613188
9489,BLACK,9489.jpg, The All-Pervading, Around 1887, w112 x h2135 mm, George Frederic Watts,0.31624521202084926,0.2638457663378511,0.31637847026040045,0.33519626756683146,0.17211596385473674,0.12238937982964228,0.16696077220952843,0.20453812236017763
9490,BLACK,9490.jpg, Anatomy lesson by Dr. Nicolaes Tulp, 1632,, Rembrandt van Rijn,0.19854474174403708,0.1458749956719002,0.19222098867208695,0.2302936963453225,0.19008539947046932,0.1566682014217615,0.18730624007007718,0.20967101985521353
9491,BLACK,9491.jpg, Still Life with Lobster and Fruit, probably early 1650s, 38 x 31 in. (96.5 x 78.7 cm), Abraham van Beyeren,0.13599799336284646,0.07873334882442805,0.12853425623431503,0.17167371271304507,0.075552749044523,0.04319778687344375,0.07012967025219033,0.10476442613255198
9492,BLACK,9492.jpg, The family of Elihu Yale and an Enslaved Child, ca. 1719, 79 1/4 x 92 3/4 inches (201.3 x 235.6 cm)," Attributed to John Verelst, ca. 1675–1734, Dutch, active in Britain (by 1697)",0.1928586081351464,0.15427557216478444,0.18196112055454117,0.22843744689946943,0.08565478234637945,0.07726801838343351,0.08441410603313186,0.1069551436609716
9493,BLACK,9493.jpg, Allegory on Human Life, ca. 1658-1660, w92.7 x h124.7 cm, Joris van Son,0.14086408285614158,0.13189530341630673,0.13138854047268655,0.16278786867154255,0.1513605348706663,0.13115344601912743,0.15017016532056562,0.16988718952691756
9494,BLACK,9494.jpg, Helen Brought to Paris, 1776, w1983 x h1433 mm, Benjamin West,0.29854263783721907,0.2210160116675563,0.2847695119244402,0.3540562150612269,0.24456864021979036,0.211367471604233,0.24639846227650292,0.25949382927459913
9495,BLACK,9495.jpg, Le forze della curva, 1930," 102 x 71,5 cm", Tullio Crali,0.29948277756529224,0.21215410476983618,0.2870849702556971,0.3558856452991632,0.20496653416067476,0.14117385538076502,0.21622887404983474,0.2285149480914141
9496,BLACK,9496.jpg, D. Pedro II at age twelve, 1837 - 1837, w264 x h194 cm (com moldura),,0.30086930339509155,0.2520558423943228,0.29264483222884236,0.3349423657223303,0.14825870433460417,0.1156585515040223,0.14216389011296526,0.1790860477676585
9497,BLACK,9497.jpg, Benjamin Franklin, c. 1785, w59.7 x h72.4 x d3.8 cm (Stretcher), Joseph Siffred Duplessis,0.25859455702173895,0.21100548212629885,0.25359762662018537,0.285871180939789,0.2052380754082054,0.17841717751050354,0.20252047031839224,0.22496847754533636
9498,BLACK,9498.jpg, Tropical Landscape American Indian Struggling with a Gorilla, 1910, Unframed 44 3/4 × 64 in. (113.67 × 162.56 cm) Framed 56 1/2 × 76 in. (143.51 × 193.04 cm), Henri Rousseau,0.2568911866678915,0.2090555255674114,0.26221627929923413,0.2639582468964272,0.16297291065026212,0.1333455957825844,0.16078477088776508,0.18464952433155196
9499,BLACK,9499.jpg, Portrait of Hendrickje Stoffels, around 1656, w67.0 x h88.5 cm, Rembrandt Harmenszoon van Rijn,0.18604585644238406,0.14358975898538534,0.1690009184577995,0.2351348035462999,0.10702111419975528,0.0438934081524941,0.09422099226394222,0.16328174813239835
9500,BLACK,9500.jpg, Flowers In A Vase, undated, 71.5 x 58.5 cm, Osman Hamdi Bey,0.22889099933372276,0.15793831542150488,0.22218677016479205,0.2680919674670999,0.18314004864521632,0.1741862441777146,0.18417759951102394,0.1989348579854008
9501,BLACK,9501.jpg, The Gardener Vallier, 1906, overall 107.4 x 74.5 cm (42 5/16 x 29 5/16 in.)framed 131.4 x 97.8 x 6.9 cm (51 3/4 x 38 1/2 x 2 11/16 in.), Paul Cézanne,0.22886494307222838,0.20386012462125375,0.23608940723346056,0.22382526365382885,0.09719628198779907,0.07219234064451432,0.11637104519785309,0.09468015634025685
9502,BLACK,9502.jpg, Sonja Knips, 1897/1898, 145 × 146 cm, Gustav Klimt,0.293208760914567,0.24543666173713619,0.2719948026776778,0.3524459818121739,0.1874251619004818,0.16048663040982605,0.17500469008153108,0.22315520825685567
9503,BLACK,9503.jpg, Portrait of an Unknown Man with a Letter, Around 1485 - Around 1489, w250 x h350 mm, Hans Memling Memling,0.29392956315313035,0.26343058898783306,0.28442294371228677,0.3238088719140648,0.20655486413283972,0.19704045468597942,0.20329064306604935,0.24919478495611577
9504,BLACK,9504.jpg, The Isle of the Dead, 1883, w150.0 x h80.0 cm, Arnold Böcklin,0.29720407075547506,0.2720732988966698,0.28881917229119497,0.32290898741678786,0.21599906285172812,0.20396078238921236,0.21171371080977922,0.23169042325995398
9505,BLACK,9505.jpg, The Young Biologist, 1891, w99.1 x h119.4 cm (overall), Paul Peel,0.33280740906637335,0.26545463861217405,0.33190178806060894,0.35928447954424964,0.1536266705896647,0.10271723185920734,0.14452924260349165,0.19360203285102162
9506,BLACK,9506.jpg, St. Sebastian, around 1618, w128.0 x h200.0 cm, Peter Paul Rubens,0.32973809602437265,0.26292530710494855,0.32482027628187315,0.36390783078841066,0.22618045835515893,0.18823330898468071,0.21339055089374184,0.27213210640176044
9507,BLACK,9507.jpg, Castle by the River, 1820, w94.0 x h70.0 cm, Karl Friedrich Schinkel,0.26785580472734577,0.27620737972535936,0.25607271928154945,0.2879669619381401,0.15751621121781437,0.18470820401152438,0.15567679387572117,0.1657234100849213
9508,BLACK,9508.jpg, Elizabeth Allen Marquand, 1887,, John Singer Sargent,0.16326227804353477,0.11859605849709559,0.15433589536826273,0.19719511113859753,0.1948829687507133,0.1624521227797131,0.18849959672750413,0.2228776580258043
9509,BLACK,9509.jpg, Bar Gathering, 1851, 95x115 cm, José Agustín Arrieta,0.32227776333409985,0.24589214795636632,0.3084365422515606,0.37750689043492947,0.19378919168309636,0.1539138540868447,0.1896144642807524,0.22452149166918128
9510,BLACK,9510.jpg, Officers and Sergeants of the St George Civic Guard, 1639," Canvas, 218 × 421 cm", Frans Hals,0.3077732704162721,0.23418348220995877,0.30117914450329325,0.34772464038744555,0.16993620878003482,0.14650050470555492,0.1687800772757869,0.19563847190182784
9511,BLACK,9511.jpg," Marie Leszczinska, queen of France", 1747, w1930 x h2740 mm, Carle Van Loo,0.30831428228897534,0.23143723534795624,0.30913131985127745,0.3348956922948216,0.2040890583180406,0.1842654941489337,0.20640283810444465,0.21632749473370674
9512,BLACK,9512.jpg, Donne al caffè (Women at the Café), 1924, 100x80 cm, Piero Marussig,0.11889996975834093,0.07215872007531796,0.11506609033389717,0.14357839084352217,0.10010547081760451,0.0594755649670769,0.09742921605597783,0.12448141089957791
9513,BLACK,9513.jpg, Portrait of a young Maori woman with moko, 1891, w395 x h493 mm,,0.1629028858468435,0.10720257848671216,0.15166093956491644,0.205435492900015,0.11236290620602711,0.06528724540805472,0.10343088190341496,0.15153688376149482
9514,BLACK,9514.jpg, Boy with a Lute, ca. 1625, 28 3/8 x 23 1/4 in. (72.1 x 59.1 cm), Frans Hals,0.16000930426371368,0.11663409333764843,0.1544922473475503,0.18676376020505886,0.11216111299152769,0.07976575253162096,0.1077379347242515,0.13771471214158357
9515,BLACK,9515.jpg, Hungarian Village Market, 1938," Oil on Canvas, 75cm x 100cm", Amrita Sher-Gil,0.2690862571773905,0.17810367785407913,0.2738248733743106,0.29312725774199483,0.19059790267670743,0.1431070152131229,0.19494897681020193,0.2082468106486131
9516,BLACK,9516.jpg, Self-Portrait, 1878/1879, w634 x h954 cm, Edouard MANET,0.26382408761154735,0.18495530498943344,0.26517587896451444,0.29008411824548747,0.12316890951845635,0.06609187390349335,0.1214899275926047,0.15492397848140063
9517,BLACK,9517.jpg," Portrait of a Man, Said to be Christopher Columbus (born about 1446, died 1506)"," 1519,  1519/1519", 42 x 34 3/4 in. (106.7 x 88.3 cm), Sebastiano del Piombo (Sebastiano Luciani),0.24219947366303754,0.19481428599162726,0.23829438643956805,0.26725404734871117,0.18118864812999694,0.16770035733843364,0.17988040358658228,0.19165414069616057
9518,BLACK,9518.jpg, The Whistling Boy, 1872, 27 7/8 x 21 1/8 in. (70.8 x 53.7 cm)," Frank Duveneck (American, b.1848, d.1919)",0.12050734295902724,0.07844614312770806,0.10951163223100384,0.1575546806622903,0.11610433343724705,0.09495321874536462,0.11156081577055475,0.1345069372236094
9519,BLACK,9519.jpg," Roses, Convolvulus, Poppies, and Other Flowers in an Urn on a Stone Ledge", ca. 1680s - ca. 1680s, w33 x h42.5 in (Without frame), Rachel Ruysch,0.13084394043013606,0.0919424091534357,0.1223932180227479,0.1617275892994563,0.10197982182893098,0.09467079662577567,0.09786582422424975,0.12493636617455982
9520,BLACK,9520.jpg, Margin of Silence, 1942, w15 x h18 in (Complete), Kay Sage (1893-1963),0.3294943482522183,0.3332659250555247,0.33217790581614554,0.32283377354861553,0.22539852655960754,0.1839248660399201,0.22242429935230373,0.25153676548799886
9521,BLACK,9521.jpg, Flowers in a Metal Vase, c. 1670, h90 cm x w72.5 cm," Mignon, Abraham",0.17296995628268966,0.102655681999448,0.15760671793138242,0.22896622561078245,0.1689242925292419,0.13682354243457617,0.15713841047688962,0.2312061159984809
9522,BLACK,9522.jpg, Portrait of Paul Nauen, 1893,, Olga Boznańska,0.2676249714045199,0.2408164327291206,0.26416371405200406,0.28426190837878085,0.18933403744412097,0.16805490099162163,0.18835589925404078,0.2005683272404674
9523,BLACK,9523.jpg, Saint Rose of Lima, 1670, 145 x 95 cm., Bartolomé Esteban Murillo,0.2457598027707444,0.18371813893110242,0.23417971951511674,0.2912825765813476,0.19522530737248006,0.16018332296506443,0.18982758167871214,0.22349389503119055
9524,BLACK,9524.jpg, The cottage, May 1885 - 1885,, Vincent van Gogh,0.1970169191174719,0.13270308194729066,0.1966801423179281,0.2212609871189746,0.10221985561154387,0.0738157434579174,0.10659049271486266,0.10995705406484962
9525,BLACK,9525.jpg, Achille Emperaire, 1867 - 1868, w1200 x h2000 cm, Paul Cézanne,0.24274528577367108,0.25700794909314056,0.24736748459246513,0.22842531821290407,0.17995511735027064,0.16396730236293383,0.17842685841419204,0.19188345146478938
9526,BLACK,9526.jpg, The Labro Falls at Kongsberg, 1837, w224 x h150 cm, Thomas Fearnley,0.3868017305994554,0.3086903640387246,0.3819481112372682,0.4249880164173581,0.2184803457458353,0.20220607069296082,0.2175476712603298,0.23030894255843115
9527,BLACK,9527.jpg, Nymphs by a Fountain, Early 1650s, w1446 x h1285 cm, Sir Peter Lely,0.19103991238525028,0.15211366380601787,0.1827790663673323,0.22155920069954105,0.12260973780778864,0.1072927800794639,0.1192570708739915,0.14112015107308604
9528,BLACK,9528.jpg, Still Life with Golden Bream, 1808 - 1812, w62.5 x h44.8 cm (without frame), Francisco de Goya,0.20863474260265205,0.11957732127749895,0.2031757544753552,0.25202514040555846,0.1895174273928141,0.1192222034452859,0.17797596906527177,0.24700717850529455
9529,BLACK,9529.jpg, Scholar Sharpening His Quill, ca. 1632-35, 26.3 x 21.2 cm, Gerrit Dou,0.22382681596559456,0.16917852566007774,0.21142045933297426,0.2682636904551039,0.19098498933050115,0.1517680967978757,0.18491263232518892,0.2234918906235245
9530,BLACK,9530.jpg, Portrait of Maria Dyakova, 1778, w50 x h61 cm, Dmitry Levitsky,0.22831606196357834,0.15385358994111584,0.22041145868671144,0.27116468814965283,0.20365395556756555,0.11879278091511729,0.197445185405719,0.25057722172713803
9531,BLACK,9531.jpg, Portrait of a Young Man, about 1540-5, 114 x 94.4 cm, Moretto da Brescia,0.2798072043197337,0.23765184625228586,0.27341161740038217,0.3078421565525229,0.2029046232439664,0.1823201337603693,0.20448421984455215,0.21259704529191223
9532,BLACK,9532.jpg, The Mandrake A Charm, exhibited RA 1785," Frame 30 × 34 1/2 × 2 1/2 inches (76.2 × 87.6 × 6.4 cm)
25 x 29 1/2 inches (63.5 x 74.9 cm)"," Henry Fuseli, 1741–1825, Swiss, active in Britain (1766–70; 1779 on)",0.16550594335663202,0.13155397895973098,0.1551544816397504,0.19831287167869624,0.09174195437896267,0.07789474024763758,0.0881089067261424,0.10703135504098556
9533,BLACK,9533.jpg, Three Pairs of Shoes, 1886 - 1887, w72.5 x h49.8 cm, Vincent van Gogh,0.3219058513707517,0.2606673299417042,0.3157925706390918,0.3563827613336671,0.173944658847394,0.13742783813151901,0.17631618850076322,0.18489858915484447
9534,BLACK,9534.jpg, The Quack, 1652, w83.5 x h112.5 cm (Without Frame), Gerard Dou,0.21821153670258636,0.17747939073964775,0.21354546125935392,0.24232327192735434,0.08475840505491788,0.06745361939413093,0.08415526555730819,0.0945246609158294
9535,BLACK,9535.jpg, Landscape with the Ashes of Phocion, 1648, w1785 x h1165 cm (Without frame), Nicolas Poussin,0.20081464464849724,0.1741347152830857,0.18142621745694265,0.2487278588925389,0.14638521355955167,0.19614401617741212,0.14693131214488614,0.13509392002999032
9536,BLACK,9536.jpg, The Madonna of the Divine Love, 1516,, Raphael,0.1955666196129668,0.15899715376152398,0.18391271828883848,0.23189476302928158,0.17090854137932365,0.15925177471904298,0.16326321140230432,0.20526140161372092
9537,BLACK,9537.jpg, Burial of Saint Petronilla, 1623, w4230 x h7200 cm,,0.317621934829725,0.3038764363036807,0.3172662260711121,0.32336151151454673,0.2088183963583587,0.17287394718308138,0.20741948201550436,0.23467030810268447
9538,BLACK,9538.jpg, David with the Head of Goliath, c. 1650, w1020 x h1205 mm, Guercino (Giovanni Francesco Barbieri),0.17981150620074093,0.11036276181000834,0.16824609785528397,0.22802134889007508,0.18169343847166497,0.14561736165101005,0.18028076904631088,0.20498722498678754
9539,BLACK,9539.jpg, The Symposium (Second Version), 1871 - 1873/74, w750.0 x h400.0 cm, Anselm Feuerbach,0.2547721614220105,0.19357728004797037,0.2507512680581832,0.28511804154135195,0.14549258397570505,0.11471642585961207,0.14562816605701134,0.16007508269014512
